phoneNumber,cif,wingNo,wingMasterAccount,passcode,biller,reciver_wingNo,currency,,,,,wingNo
87693009,3038,04101405,MST006682071,2008,2359,17770616,USD,719364044,719364044,,,
17770616,1765,17770616,MST006574167,2008,2422,4140878,USD,882768049,4435093,,,
966570658,14697,04140878,MST006736803,2008,2430,17449366,USD,969318893,4397273,,,
962351015,711,17449366,MST006633044,2008,2440,610532,USD,17545549,4103643,,,
12591157,12224,00610532,MST006611622,2008,2258,625516,USD,883846312,4484670,,,
12993287,14978,00625516,MST006697601,2008,2259,625548,USD,93751712,4421974,,,
86845721,15078,00625548,MST006575907,2008,2263,626698,USD,968944251,4471504,,,
89545151,13034,00626698,MST006729383,2008,2299,2606917,USD,81805378,4403978,,,
965989688,10193,02606917,MST006612336,2008,2410,662767,USD,882934229,3757790,,,
17356462,13378,00662767,MST006736886,2008,2161,712741650,USD,99288175,99288175,,,
712741650,3136,712741650,MST006630791,2008,2204,556555,USD,968174587,968174587,,,
98377099,10354,00556555,MST006659319,2008,2217,3726708,USD,85550790,85550790,,,
70644258,10810,03726708,MST006660612,2008,2231,2818318,USD,67432313,67432313,,,
11212188,12691,02818318,MST006590935,2008,2165,4418791,USD,11224347,11224347,,,
978793906,3175,04418791,MST006724766,2008,2174,2487217,USD,15596306,4445245,,,
70596158,8743,02487217,MST006695172,2008,2180,712982862,USD,719306462,719306462,,,
712982862,1835,712982862,MST006688319,2008,2220,3364669,USD,965062148,965062148,,,
969780604,12554,03364669,MST006695927,2008,2247,3394050,USD,77261288,77261288,,,
17270909,9097,03394050,MST006686714,2008,2250,3525268,USD,968906824,4421708,,,
70980657,12296,03525268,MST006587331,2008,2168,3405834,USD,978869386,978869386,,,
81959598,13106,03405834,MST006659045,2008,2170,4141709,USD,976377776,976377776,,,
16609552,665,04141709,MST006655781,2008,2179,1977406,USD,60319195,4015972,,,
77693323,11621,01977406,MST006691515,2008,2187,4141929,USD,975520254,975520254,,,
17819285,1024,04141929,MST006620006,2008,2188,2023335,USD,99338440,99338440,,,
967462858,13290,02023335,MST006634246,2008,2467,2614014,USD,86413245,4389044,,,
10516499,8577,02614014,MST006666033,2008,2437,662856,USD,718618927,718618927,,,
17788734,15334,00662856,MST006603649,2008,2442,2716837,USD,17505094,4394208,,,
969459251,6969,02716837,MST006637698,2008,2439,663475,USD,717389807,717389807,,,
12323394,15644,00663475,MST006666057,2008,2335,2763367,USD,69647632,4152779,,,
712852298,9628,02763367,MST006698811,2008,2381,664647,USD,968989763,4475875,,,
78227080,11713,00664647,MST006701024,2008,2383,4299510,USD,85455018,85455018,,,
85725463,4004,04299510,MST006638695,2008,2421,3679073,USD,10282757,4454278,,,
965400874,12041,03679073,MST006601561,2008,2424,569906,USD,92910676,3700561,,,
17777880,10301,00569906,MST006659001,2008,2426,2285712,USD,69233670,4419480,,,
967606606,9331,02285712,MST006707693,2008,2466,3160022,USD,81734558,81734558,,,
12957678,12802,03160022,MST006599211,2008,2294,712992840,USD,719347377,719347377,,,
712992840,2967,712992840,MST006733876,2008,2443,2511233,USD,69643453,4476346,,,
93750250,9654,02511233,MST006714032,2008,2452,3696855,USD,98996226,4142566,,,
92708988,13255,03696855,MST006611438,2008,2266,3455051,USD,964808285,4241961,,,
976379555,10487,03455051,MST006679062,2008,2269,3549853,USD,716960885,716960885,,,
11452701,12360,03549853,MST006754268,2008,2301,3569854,USD,968767906,4122500,,,
95749574,13019,03569854,MST006615886,2008,2404,3574649,USD,715877371,715877371,,,
69687057,12962,03574649,MST006594353,2008,2420,3582383,USD,968573486,4123576,,,
61418884,12859,03582383,MST006630697,2008,2274,3574650,USD,60865079,60865079,,,
962238063,12961,03574650,MST006738793,2008,2304,4142007,USD,978444467,4475785,,,
89951419,11010,04142007,MST006745452,2008,2306,2111162,USD,968807971,3289173,,,
884444162,9855,02111162,MST006692012,2008,2414,4142027,USD,966227496,966227496,,,
963025992,11984,04142027,MST006592560,2008,2207,727468,USD,69615378,4069481,,,
99744722,138,00727468,MST006579983,2008,2203,2970029,USD,964614284,964614284,,,
78212928,9150,02970029,MST006613134,2008,2221,731466,USD,964672354,3524964,,,
12449199,1826,00731466,MST006664677,2008,2236,2994037,USD,976771716,4469467,,,
965358038,7078,02994037,MST006690414,2008,2171,739472,USD,965613169,4006825,,,
12447282,15966,00739472,MST006605494,2008,2241,740412,USD,69676916,3545171,,,
17999721,249,00740412,MST006624300,2008,2163,741145,USD,92433154,92433154,,,
92824588,504,00741145,MST006754775,2008,2191,4323523,USD,883888285,4393654,,,
93762329,4021,04323523,MST006630733,2008,2202,588332,USD,15703598,4469469,,,
17444403,9635,00588332,MST006652836,2008,2209,3348941,USD,964511941,4327352,,,
12804283,9860,03348941,MST006594048,2008,2224,3208777,USD,962066294,2541373,,,
12923544,15900,03208777,MST006664729,2008,2319,713002482,USD,77676791,3523492,,,
713002482,1758,713002482,MST006642123,2008,2349,3713766,USD,715829189,715829189,,,
61703096,11670,03713766,MST006604153,2008,2372,3611615,USD,17431948,17431948,,,
16648608,11657,03611615,MST006694512,2008,2484,3671430,USD,963220177,963220177,,,
86572755,12219,03671430,MST006574599,2008,2518,3699960,USD,92480545,92480545,,,
968881461,9029,03699960,MST006666233,2008,2457,2284263,USD,61563472,61563472,,,
93265296,10126,02284263,MST006675690,2008,2448,4172369,USD,964563055,4452999,,,
11694242,1291,04172369,MST006630921,2008,2427,2502510,USD,15708303,4393744,,,
96829038,8587,02502510,MST006680923,2008,2468,2459116,USD,966441608,4421830,,,
89226485,10199,02459116,MST006645299,2008,2485,759227,USD,887660469,887660469,,,
92567479,2344,00759227,MST006646674,2008,2504,766141,USD,89868368,3937360,,,
92686410,1015,00766141,MST006693425,2008,2308,768888,USD,967206783,4421683,,,
12900592,1692,00768888,MST006700477,2008,2360,769914,USD,95543260,95543260,,,
99599992,2623,00769914,MST006651387,2008,2425,769964,USD,87414113,4462390,,,
16580606,2782,00769964,MST006645965,2008,2444,770300,USD,12340237,4468572,,,
17672332,2112,00770300,MST006738083,2008,2256,771162,USD,98253784,4396741,,,
95797992,2081,00771162,MST006578414,2008,2298,3097087,USD,964341782,4193085,,,
92250973,7349,03097087,MST006684487,2008,2413,3149478,USD,10394822,4166233,,,
963335014,6693,03149478,MST006645253,2008,2271,3160493,USD,963559859,4086469,,,
12804781,10783,03160493,MST006689663,2008,2275,3250317,USD,965053537,4420634,,,
93310448,7972,03250317,MST006676913,2008,2276,3328277,USD,716811755,716811755,,,
93338811,3159,03328277,MST006667008,2008,2282,3746120,USD,963017529,2397688,,,
15301765,12359,03746120,MST006683572,2008,2320,3764578,USD,95640078,95640078,,,
15445560,12318,03764578,MST006650280,2008,2344,3803291,USD,10857397,3162031,,,
979515836,13313,03803291,MST006577242,2008,2345,3847356,USD,10274500,10274500,,,
87589462,13152,03847356,MST006698268,2008,2397,3850928,USD,883686237,4225897,,,
964910932,13691,03850928,MST006663380,2008,2399,3052878,USD,966504052,3396801,,,
12499248,12146,03052878,MST006747940,2008,2193,4211136,USD,77580784,4393698,,,
66330649,15760,04211136,MST006655445,2008,2223,2690075,USD,976916445,976916445,,,
93569293,9930,02690075,MST006696716,2008,2238,4212849,USD,87274274,4388665,,,
977578388,12929,04212849,MST006668846,2008,2239,4213293,USD,66841828,66841828,,,
888321468,15920,04213293,MST006711710,2008,2249,780708,USD,66885694,66885694,,,
12951646,2366,00780708,MST006588081,2008,2252,785488,USD,965788454,965788454,,,
12435695,2548,00785488,MST006595510,2008,2254,786329,USD,965820049,4475973,,,
12637593,1870,00786329,MST006641854,2008,2167,786487,USD,884413968,3660544,,,
78394185,2267,00786487,MST006718962,2008,2177,2004004,USD,963900790,4475644,,,
70213123,8017,02004004,MST006719664,2008,2185,787607,USD,93843453,4378878,,,
12754193,3259,00787607,MST006607657,2008,2226,2063805,USD,712503655,712503655,,,
17333209,8020,02063805,MST006662648,2008,2606,933951,USD,10439234,4278190,,,
11848797,15767,00933951,MST006652780,2008,2473,1017676,USD,962192383,3611814,,,
78620530,15089,01017676,MST006708164,2008,2513,3869549,USD,11210764,11210764,,,
965666683,12893,03869549,MST006651154,2008,2358,3947883,USD,93611612,93611612,,,
86580254,13847,03947883,MST006755547,2008,2359,3960964,USD,719149053,719149053,,,
10714444,12954,03960964,MST006610926,2008,2422,4013248,USD,86336544,86336544,,,
12339445,7535,04013248,MST006645187,2008,2430,4018096,USD,70874148,70874148,,,
86366615,13629,04018096,MST006738550,2008,2440,4031417,USD,966590791,4401365,,,
16973596,12983,04031417,MST006636188,2008,2258,3925466,USD,979553169,979553169,,,
977222946,15521,03925466,MST006680657,2008,2259,3926523,USD,979473010,979473010,,,
69284513,14291,03926523,MST006745754,2008,2263,3980907,USD,95265369,95265369,,,
16641513,13020,03980907,MST006691056,2008,2299,4061639,USD,11724269,11724269,,,
86959616,14479,04061639,MST006733285,2008,2410,4100750,USD,89442310,4468576,,,
969353043,2336,04100750,MST006748922,2008,2161,2806242,USD,717031625,717031625,,,
966705077,11304,02806242,MST006685761,2008,2204,67485979,USD,92745533,4452317,,,
67485979,14823,67485979,MST006643745,2008,2217,3239543,USD,965792708,4435471,,,
10619887,8477,03239543,MST006571532,2008,2231,4216804,USD,77461651,4257553,,,
979498978,14628,04216804,MST006676550,2008,2165,3476653,USD,98774851,4135163,,,
86700625,10284,03476653,MST006576293,2008,2174,4421651,USD,967126323,3330702,,,
966667292,15751,04421651,MST006653909,2008,2180,69690665,USD,978447263,4476091,,,
69690665,6341,69690665,MST006650344,2008,2220,1022225,USD,977938846,977938846,,,
12580005,12967,01022225,MST006734446,2008,2247,2481933,USD,70616755,4410585,,,
16369682,9350,02481933,MST006686387,2008,2250,1025414,USD,719237541,719237541,,,
12399936,14189,01025414,MST006738331,2008,2168,1028741,USD,69878528,69878528,,,
12323122,13867,01028741,MST006650834,2008,2170,2745736,USD,77350979,4388607,,,
16200866,9600,02745736,MST006590114,2008,2179,1030948,USD,882013740,882013740,,,
77970516,2560,01030948,MST006661106,2008,2187,2836587,USD,15489238,15489238,,,
16227998,9838,02836587,MST006655421,2008,2188,4141898,USD,78536732,78536732,,,
17236107,6819,04141898,MST006634636,2008,2467,3364880,USD,10717198,4414374,,,
17216088,8066,03364880,MST006651028,2008,2437,591417,USD,87985949,4119510,,,
11578372,9968,00591417,MST006577150,2008,2442,4142005,USD,967572400,4242577,,,
87357085,13175,04142005,MST006683036,2008,2439,566626,USD,887192278,887192278,,,
11713456,948,00566626,MST006720967,2008,2335,763132,USD,975022311,4032939,,,
312122011,1315,00763132,MST006665577,2008,2381,766109,USD,886798868,4138735,,,
12892480,1059,00766109,MST006622300,2008,2383,769982,USD,81434954,3894477,,,
95259868,1204,00769982,MST006723325,2008,2421,908655,USD,92506035,3573903,,,
12549007,1048,00908655,MST006681609,2008,2424,915659,USD,61205882,61205882,,,
77676575,1338,00915659,MST006598485,2008,2426,925144,USD,70605764,4224940,,,
11966279,1279,00925144,MST006730575,2008,2466,960000,USD,714973631,714973631,,,
92251451,1788,00960000,MST006735982,2008,2294,3302355,USD,965925685,4396588,,,
893449799,13413,03302355,MST006585841,2008,2443,4220533,USD,61782736,61782736,,,
969622382,11814,04220533,MST006697094,2008,2452,4117440,USD,93510038,93510038,,,
962223284,4031,04117440,MST006719708,2008,2266,2819792,USD,66739602,66739602,,,
99291168,7902,02819792,MST006742977,2008,2269,69777616,USD,10772415,4393584,,,
69777616,7981,69777616,MST006646155,2008,2301,1037812,USD,86373454,4409426,,,
15999124,2333,01037812,MST006700517,2008,2404,3090553,USD,963458649,4421754,,,
70267083,9556,03090553,MST006671962,2008,2420,3350941,USD,885010753,885010753,,,
15240092,10842,03350941,MST006609394,2008,2274,3388656,USD,11684288,11684288,,,
16866389,7594,03388656,MST006577266,2008,2304,2326472,USD,16636066,4475905,,,
99955285,9351,02326472,MST006603351,2008,2306,3364766,USD,963510630,963510630,,,
77757755,149,03364766,MST006586647,2008,2414,2702777,USD,973358544,3278015,,,
85856785,7725,02702777,MST006664687,2008,2207,592298,USD,968258099,4186487,,,
81558686,9957,00592298,MST006643263,2008,2203,3507694,USD,967721400,967721400,,,
972889376,13441,03507694,MST006590356,2008,2221,11360611,USD,962485271,962485271,,,
963112520,8704,11360611,MST006754869,2008,2236,11378807,USD,87266099,4451286,,,
11378807,10,11378807,MST006671900,2008,2171,11389946,USD,69767594,4348557,,,
11389946,177,11389946,MST006647937,2008,2241,11405663,USD,60564106,60564106,,,
11405663,1253,11405663,MST006708630,2008,2163,11453012,USD,69617817,2781423,,,
11453012,2109,11453012,MST006686825,2008,2191,11479084,USD,965112384,4095553,,,
11479084,2209,11479084,MST006659543,2008,2202,1565505,USD,714753689,714753689,,,
99777741,6953,01565505,MST006744667,2008,2209,1568910,USD,882068355,882068355,,,
92562886,7003,01568910,MST006734246,2008,2224,1589802,USD,70867273,3525476,,,
69334049,6856,01589802,MST006646850,2008,2319,1620412,USD,86583552,86583552,,,
765051168,8760,01620412,MST006689693,2008,2349,1627493,USD,719661061,719661061,,,
92980698,7185,01627493,MST006637942,2008,2372,4118608,USD,12835118,1743115,,,
972671473,15706,04118608,MST006616087,2008,2484,61468168,USD,81986648,4205309,,,
61468168,2635,61468168,MST006600128,2008,2518,313126662,USD,966823324,966823324,,,
313126662,5600,313126662,MST006682723,2008,2457,3306340,USD,77235555,77235555,,,
95971675,11006,03306340,MST006673066,2008,2448,2338600,USD,967602280,4468985,,,
17425906,8909,02338600,MST006744143,2008,2427,3464642,USD,99728012,99728012,,,
966644889,8307,03464642,MST006662640,2008,2468,3742879,USD,715148502,715148502,,,
99237976,8983,03742879,MST006652926,2008,2485,592749,USD,712375116,712375116,,,
16745444,9913,00592749,MST006684323,2008,2504,11487352,USD,886574859,886574859,,,
11487352,2057,11487352,MST006620370,2008,2308,11517490,USD,60977357,60977357,,,
11517490,2216,11517490,MST006601724,2008,2360,11518599,USD,16399823,4296770,,,
11518599,11126,11518599,MST006722936,2008,2425,11518663,USD,69736444,4108278,,,
11518663,2902,11518663,MST006626044,2008,2444,11524055,USD,978500133,978500133,,,
11524055,1873,11524055,MST006736570,2008,2256,11531941,USD,85745092,85745092,,,
11531941,2299,11531941,MST006639296,2008,2298,11541429,USD,85717529,85717529,,,
11541429,2286,11541429,MST006578837,2008,2413,11557878,USD,98383478,3716092,,,
11557878,15580,11557878,MST006736656,2008,2271,12444781,USD,968602209,968602209,,,
12444781,1912,12444781,MST006646994,2008,2275,1888828,USD,99276137,99276137,,,
77776171,9057,01888828,MST006663452,2008,2276,1888848,USD,98605036,4213475,,,
969666990,11045,01888848,MST006701603,2008,2282,69803007,USD,92377067,4139012,,,
69803007,4852,69803007,MST006623755,2008,2320,3375997,USD,967022077,4409451,,,
70708970,10106,03375997,MST006664029,2008,2344,4128580,USD,962426535,3890501,,,
10992125,9477,04128580,MST006756421,2008,2345,3386839,USD,66769974,4444748,,,
962540370,8729,03386839,MST006690408,2008,2397,3563902,USD,719025413,719025413,,,
962191165,12128,03563902,MST006633395,2008,2399,3709014,USD,66864394,66864394,,,
975459779,7236,03709014,MST006705637,2008,2193,3732461,USD,77383630,77383630,,,
16809668,6790,03732461,MST006699255,2008,2223,3735918,USD,10675357,3631848,,,
975599456,15508,03735918,MST006626018,2008,2238,3523009,USD,965524592,4350143,,,
70425218,11889,03523009,MST006710914,2008,2239,3470008,USD,99759559,4085895,,,
95900775,7919,03470008,MST006658335,2008,2249,713038254,USD,70802898,4455646,,,
713038254,2919,713038254,MST006614387,2008,2252,3749388,USD,969833168,2353287,,,
87211942,9465,03749388,MST006672972,2008,2254,2807072,USD,969899428,3853435,,,
98877076,9955,02807072,MST006660834,2008,2167,3650787,USD,969949601,4180707,,,
99995373,3081,03650787,MST006689197,2008,2177,592904,USD,99713993,99713993,,,
16654142,9791,00592904,MST006581717,2008,2185,12446614,USD,886188684,886188684,,,
12446614,1626,12446614,MST006723662,2008,2226,12446733,USD,968662269,4421771,,,
12446733,418,12446733,MST006663044,2008,2606,12942971,USD,719895317,719895317,,,
89459966,15447,12942971,MST006575925,2008,2473,15550505,USD,81798199,4246469,,,
15550505,15646,15550505,MST006605768,2008,2513,15571818,USD,68639622,68639622,,,
15571818,2467,15571818,MST006602555,2008,2358,15585764,USD,99346631,99346631,,,
15585764,2775,15585764,MST006740230,2008,2359,15645080,USD,979850284,979850284,,,
15645080,1549,15645080,MST006663188,2008,2422,70331096,USD,714894521,714894521,,,
70331096,15558,70331096,MST006615252,2008,2430,3070021,USD,85241748,85241748,,,
10861277,10119,03070021,MST006599448,2008,2440,3388324,USD,963883221,3955580,,,
81455282,11205,03388324,MST006718517,2008,2258,2023369,USD,715123932,715123932,,,
12586323,9905,02023369,MST006601217,2008,2259,4231218,USD,719916049,719916049,,,
85957958,2603,04231218,MST006721980,2008,2263,3536717,USD,715549015,715549015,,,
962610926,13219,03536717,MST006695300,2008,2299,3760761,USD,968697315,3836764,,,
718036495,11869,03760761,MST006691730,2008,2410,3789609,USD,885961481,4393776,,,
15278020,13949,03789609,MST006719894,2008,2161,4035884,USD,883792082,883792082,,,
68443239,13626,04035884,MST006697212,2008,2204,4063582,USD,962944222,3555668,,,
93737310,8167,04063582,MST006671488,2008,2217,4094894,USD,712310240,4117309,,,
86844711,8229,04094894,MST006715688,2008,2231,3385924,USD,974244117,3786810,,,
15738011,11007,03385924,MST006694086,2008,2165,4145081,USD,10645878,4470784,,,
70889291,1517,04145081,MST006573749,2008,2174,2350387,USD,717844161,717844161,,,
90569000,11768,02350387,MST006645739,2008,2180,713038524,USD,715206818,715206818,,,
713038524,2828,713038524,MST006665499,2008,2220,16330301,USD,99604465,4138658,,,
89751202,7835,16330301,MST006672026,2008,2247,16485009,USD,85281389,3826843,,,
16485009,2379,16485009,MST006608770,2008,2250,16521100,USD,15866280,15866280,,,
16521100,15743,16521100,MST006654923,2008,2168,1653934,USD,885256031,885256031,,,
12270505,10005,01653934,MST006634918,2008,2170,2080484,USD,69698823,4378936,,,
93818386,8485,02080484,MST006756207,2008,2179,4247448,USD,12400893,4393784,,,
95324330,1085,04247448,MST006631320,2008,2187,2093226,USD,10543832,2483858,,,
98954457,10638,02093226,MST006658499,2008,2188,1057559,USD,963158182,4192553,,,
69833672,3059,01057559,MST006654008,2008,2467,1640110,USD,10240240,4351091,,,
12870055,6961,01640110,MST006735756,2008,2437,1667239,USD,69521898,1956285,,,
12482637,7230,01667239,MST006693875,2008,2442,1688888,USD,962706545,3419800,,,
12462248,2245,01688888,MST006709534,2008,2439,4145242,USD,10824078,4396685,,,
87207639,9460,04145242,MST006609898,2008,2335,3553447,USD,965699305,4471067,,,
16484802,13375,03553447,MST006576808,2008,2381,3765723,USD,976695317,4428336,,,
968409298,12714,03765723,MST006614087,2008,2383,2366708,USD,887686319,887686319,,,
93818186,7456,02366708,MST006621488,2008,2421,713065914,USD,89696668,4394021,,,
95332650,14504,713065914,MST006577286,2008,2424,626380,USD,312488848,4435476,,,
92664988,9435,00626380,MST006655996,2008,2426,570313,USD,968973005,968973005,,,
12754605,13744,00570313,MST006683792,2008,2466,626146,USD,966828979,2258544,,,
92669552,13023,00626146,MST006690054,2008,2294,671828,USD,969083603,969083603,,,
95545464,15311,00671828,MST006680755,2008,2443,685779,USD,87383376,4421707,,,
17200221,13167,00685779,MST006659935,2008,2452,722825,USD,969253996,969253996,,,
17949495,2770,00722825,MST006712709,2008,2266,919033,USD,99279044,99279044,,,
17896676,12412,00919033,MST006628965,2008,2269,1010889,USD,11551736,11551736,,,
12608360,13678,01010889,MST006664045,2008,2301,4301242,USD,718513257,718513257,,,
715039002,388,04301242,MST006587689,2008,2404,2018875,USD,77454196,4148621,,,
93719112,7487,02018875,MST006663889,2008,2420,712613634,USD,90474116,4468541,,,
712613634,1905,712613634,MST006617147,2008,2274,3202757,USD,967532687,4409246,,,
964277911,12605,03202757,MST006753418,2008,2304,712710636,USD,887404550,887404550,,,
712710636,2686,712710636,MST006657021,2008,2306,2337898,USD,10506717,4445194,,,
15218935,11556,02337898,MST006605726,2008,2414,1555199,USD,965028142,4475534,,,
12499528,6832,01555199,MST006725570,2008,2207,2359543,USD,87293418,87293418,,,
12222001,7394,02359543,MST006640577,2008,2203,2359759,USD,719210795,719210795,,,
69826379,8092,02359759,MST006600655,2008,2221,16321116,USD,964056171,964056171,,,
16321116,5527,16321116,MST006636524,2008,2236,2561997,USD,967552373,967552373,,,
17732883,8736,02561997,MST006744637,2008,2171,3117803,USD,78439391,78439391,,,
77804187,7570,03117803,MST006663999,2008,2241,3320469,USD,973549991,973549991,,,
77688488,9502,03320469,MST006727280,2008,2163,3323045,USD,966313121,966313121,,,
977577227,10789,03323045,MST006755395,2008,2191,3499162,USD,15395308,15395308,,,
966607727,6972,03499162,MST006729562,2008,2202,3668627,USD,10500023,10500023,,,
718126067,12053,03668627,MST006638231,2008,2209,3681948,USD,15545438,4117296,,,
10896998,7639,03681948,MST006730856,2008,2224,3735341,USD,85534964,85534964,,,
87889824,15605,03735341,MST006659167,2008,2319,396167,USD,965355677,3448485,,,
10300127,6724,00396167,MST006658140,2008,2349,456626,USD,68999895,4394341,,,
977900321,8410,00456626,MST006579147,2008,2372,502108,USD,81418227,4393719,,,
17300309,9301,00502108,MST006584563,2008,2484,509947,USD,93838326,4116888,,,
77881799,9680,00509947,MST006680867,2008,2518,2854376,USD,10261864,3979796,,,
968418083,11659,02854376,MST006645458,2008,2457,1718152,USD,963727223,963727223,,,
12523218,8652,01718152,MST006580013,2008,2448,17292953,USD,70910379,3989848,,,
17292953,3966,17292953,MST006599774,2008,2427,17671824,USD,90822432,90822432,,,
17671824,15907,17671824,MST006754673,2008,2468,17999994,USD,15422999,15422999,,,
17999994,5243,17999994,MST006715704,2008,2485,1987597,USD,99262163,99262163,,,
86772527,7970,01987597,MST006647145,2008,2504,3528508,USD,714754571,714754571,,,
884628046,13728,03528508,MST006756029,2008,2308,3532259,USD,66406375,4428506,,,
10374068,2320,03532259,MST006581133,2008,2360,3627847,USD,81887437,81887437,,,
15727479,12731,03627847,MST006630923,2008,2425,3637337,USD,10413186,4311206,,,
963114084,12686,03637337,MST006653951,2008,2444,3654008,USD,887403693,4257534,,,
966850758,12439,03654008,MST006700615,2008,2256,664290,USD,969297926,969297926,,,
77254072,11534,00664290,MST006733338,2008,2298,777792,USD,963586382,4136167,,,
11249722,10713,00777792,MST006606078,2008,2413,1002740,USD,67889375,67889375,,,
12703853,4557,01002740,MST006666197,2008,2271,3086321,USD,968266845,4207061,,,
16630129,10529,03086321,MST006577612,2008,2275,3272129,USD,883108302,4257525,,,
965008985,7722,03272129,MST006647859,2008,2276,3489981,USD,86437692,86437692,,,
98822927,12654,03489981,MST006752435,2008,2282,3540580,USD,884450690,884450690,,,
967628420,13031,03540580,MST006745242,2008,2320,2107925,USD,86636134,3499528,,,
10911396,8237,02107925,MST006684409,2008,2344,2405399,USD,95474414,95474414,,,
966352626,7559,02405399,MST006660676,2008,2345,2523778,USD,78533171,78533171,,,
967888146,8878,02523778,MST006746660,2008,2397,2714688,USD,714972677,714972677,,,
966088851,11300,02714688,MST006741812,2008,2399,312222629,USD,10761714,4272779,,,
312222629,5435,312222629,MST006734540,2008,2193,3655313,USD,964198686,964198686,,,
92368633,12931,03655313,MST006666211,2008,2223,16728383,USD,81574301,4452788,,,
16728383,5184,16728383,MST006645410,2008,2238,1717068,USD,95465666,4418793,,,
16399344,7454,01717068,MST006647010,2008,2239,1724069,USD,714854436,714854436,,,
15514564,7954,01724069,MST006677031,2008,2249,17501343,USD,969169152,3725616,,,
17501343,5305,17501343,MST006580149,2008,2252,17578607,USD,95499547,95499547,,,
17578607,5285,17578607,MST006663851,2008,2254,1005884,USD,78372849,3979182,,,
93313477,10390,01005884,MST006698226,2008,2167,1556672,USD,968805915,968805915,,,
965676769,6812,01556672,MST006617547,2008,2177,2862124,USD,962255772,962255772,,,
86574390,9733,02862124,MST006648075,2008,2185,3592283,USD,10394729,3622330,,,
98988464,7832,03592283,MST006710864,2008,2226,3618172,USD,16699215,4388561,,,
77224219,12021,03618172,MST006585227,2008,2606,3823024,USD,968035368,968035368,,,
975569431,12755,03823024,MST006590522,2008,2473,3928150,USD,16664479,3657342,,,
77665018,7977,03928150,MST006685894,2008,2513,3959542,USD,86422492,4108562,,,
86770286,1351,03959542,MST006667332,2008,2358,4087479,USD,70257570,4335288,,,
70491650,811,04087479,MST006706274,2008,2359,4100543,USD,967052912,3665941,,,
12433216,2699,04100543,MST006608335,2008,2422,3212556,USD,98775577,4393705,,,
719265656,10118,03212556,MST006655701,2008,2430,3280605,USD,973886929,973886929,,,
15208075,11111,03280605,MST006600198,2008,2440,3312565,USD,978804174,978804174,,,
81818583,9259,03312565,MST006753372,2008,2258,3349960,USD,85568041,85568041,,,
17685707,8590,03349960,MST006663542,2008,2259,3377953,USD,17499936,17499936,,,
964155551,9847,03377953,MST006662900,2008,2263,3378480,USD,965348303,4161116,,,
96778720,10597,03378480,MST006571792,2008,2299,1788887,USD,969491175,4290098,,,
89500331,6739,01788887,MST006606464,2008,2410,16262483,USD,962081330,962081330,,,
16262483,5422,16262483,MST006606753,2008,2161,1917542,USD,885793073,885793073,,,
16500143,7244,01917542,MST006665557,2008,2204,16707985,USD,99479008,99479008,,,
16707985,4032,16707985,MST006750595,2008,2217,1926566,USD,887497252,887497252,,,
16581583,13211,01926566,MST006689615,2008,2231,3387686,USD,962052556,4469482,,,
86666002,9103,03387686,MST006673650,2008,2165,3431357,USD,714667649,714667649,,,
15767533,14547,03431357,MST006728660,2008,2174,3455339,USD,968291983,968291983,,,
12967256,10515,03455339,MST006715926,2008,2180,3550247,USD,87713062,4123961,,,
89678951,12404,03550247,MST006621614,2008,2220,3576702,USD,15923791,4402843,,,
967803632,12203,03576702,MST006608503,2008,2247,3607357,USD,81727991,4450378,,,
98712076,11541,03607357,MST006632418,2008,2250,3634796,USD,963993358,4140468,,,
99754176,12231,03634796,MST006691457,2008,2168,3700617,USD,883494024,883494024,,,
973113941,12712,03700617,MST006616131,2008,2170,12226127,USD,17704673,17704673,,,
12226127,10814,12226127,MST006743347,2008,2179,12578453,USD,99994160,4435083,,,
12578453,12860,12578453,MST006655099,2008,2187,1602173,USD,968329544,4225093,,,
10394444,5656,01602173,MST006753968,2008,2188,1622229,USD,977408864,4421843,,,
12751277,5092,01622229,MST006659609,2008,2467,606665,USD,87582223,2040036,,,
979773123,10602,00606665,MST006706364,2008,2437,662533,USD,886769493,4408269,,,
77736736,13445,00662533,MST006664351,2008,2442,722207,USD,93607263,4167331,,,
12709001,1460,00722207,MST006613114,2008,2439,733582,USD,70792504,70792504,,,
61689966,2178,00733582,MST006633721,2008,2335,761766,USD,976678410,976678410,,,
12274904,2037,00761766,MST006579941,2008,2381,770580,USD,889070578,889070578,,,
93363637,2857,00770580,MST006687263,2008,2383,2008219,USD,11658255,11658255,,,
70459596,7679,02008219,MST006666834,2008,2421,1905555,USD,963284085,963284085,,,
95644335,2748,01905555,MST006726029,2008,2424,2039999,USD,67240307,67240307,,,
89336161,9113,02039999,MST006713557,2008,2426,2072479,USD,715283538,715283538,,,
81630967,8449,02072479,MST006676759,2008,2466,4100936,USD,889607298,3925423,,,
10322890,2186,04100936,MST006755183,2008,2294,4101446,USD,713549273,713549273,,,
81898121,2204,04101446,MST006685117,2008,2443,4141571,USD,17710641,4393755,,,
972625934,9737,04141571,MST006580756,2008,2452,4127972,USD,888376917,888376917,,,
86886786,10133,04127972,MST006728484,2008,2266,4142031,USD,978283332,4287424,,,
69353836,4804,04142031,MST006647671,2008,2269,4142200,USD,87794435,4148962,,,
16356806,768,04142200,MST006597356,2008,2301,3597689,USD,886870552,886870552,,,
